SEMANTIC_TRANSFORMATION_RULE_ID,VARIABLE_ID,IS_SOURCE
TM_SNC_INTL_RCGNTN_TR,INTL_RCGNTN_DT,true
APPLCTN_FRBRNC_STTS_DT_TR,DT_FRBRNC_STTS,true
TM_PST_DU_BND_TR,DT_RFRNC,true
TM_PST_DU_BND_TR,DT_PST_D,true
TM_SNC_INTL_RCGNTN_TR,TM_SNC_INTL_RCGNTN,false
TM_SNC_INTL_RCGNTN_TR,TKN_PSSSSN_DT,true
TM_SNC_INTL_RCGNTN_TR,DT_RFRNC,true
ACCMLTD_CVRG_RT_TR,ACCNTNG_CLSSFCTN,true
ACCMLTD_CVRG_RT_TR,GRSS_CRRYNG_AMNT,true
ACCMLTD_CVRG_RT_TR,SBJCT_IMPRMNT_INDCTR,true
ACCMLTD_CVRG_RT_TR,IMPRMNT_STTS,true
ACCMLTD_CVRG_RT_TR,ACCMLTD_IMPRMNT,true
ACCMLTD_CVRG_RT_TR,PRFRMNG_STTS,true
ACCMLTD_CVRG_RT_TR,ACCMLTD_CHNGS_FV_CR,true
ACCMLTD_CVRG_RT_TR,GNRL_ALLWNCS_BNK_RSK,true
ACCMLTD_CVRG_RT_TR,GNRL_ALLWNCS_CRDT_RSK,true
ACCMLTD_CVRG_RT_TR,ACCMLTD_CVRG_RT,false
ACCMLTD_WRTFFS_TR,ACCMLTD_WRTFFS,true
ACCMLTD_WRTFFS_TR,ACCMLTD_TTL_WRTFFS,false
ACCMLTD_WRTFFS_TR,ACCMLTD_PRTL_WRTFFS,false
APPLCTN_FRBRNC_STTS_DT_TR,DT_RFRNC,true
APPLCTN_FRBRNC_STTS_DT_TR,APPLCTN_FRBRNC_STTS_DT,false
GRSS_CRRYNG_AMNT_TR,ACCNTNG_CLSSFCTN,true
GRSS_CRRYNG_AMNT_TR,ACCMLTD_IMPRMNT,true
GRSS_CRRYNG_AMNT_TR,ACCMLTD_CHNGS_FV_CR,true
GRSS_CRRYNG_AMNT_TR,CRRYNG_AMNT,true
GRSS_CRRYNG_AMNT_TR,FV,true
GRSS_CRRYNG_AMNT_TR,GNRL_ALLWNCS_BNK_RSK,true
GRSS_CRRYNG_AMNT_TR,GNRL_ALLWNCS_CRDT_RSK,true
GRSS_CRRYNG_AMNT_TR,IMPRMNT_STTS,true
GRSS_CRRYNG_AMNT_TR,PRFRMNG_STTS,true
GRSS_CRRYNG_AMNT_TR,SBJCT_IMPRMNT_INDCTR,true
GRSS_CRRYNG_AMNT_TR,GRSS_CRRYNG_AMNT,false
TRNSFR_IMPRMNT_STGS_TR,INTL_IMPRMNT_STTS,true
TRNSFR_IMPRMNT_STGS_TR,IMPRMNT_STTS,true
TRNSFR_IMPRMNT_STGS_TR,TRNSFR_IMPRMNT_STGS,false
ACCMLTD_CHNG_NGTV_TR,ACCMLTD_CHNG_NGTV,false
ACCMLTD_CHNG_NGTV_TR,CRRYNG_AMNT,true
ACCMLTD_CHNG_NGTV_TR,INTL_RCGNTN_VL,true
ACCMLTD_CHNG_NGTV_TR,DT_RFRNC,true
ACCMLTD_CHNG_NGTV_TR,TKN_PSSSSN_DT,true
ACCMLTD_WRTFFS_TR,GRSS_CRRYNG_AMNT,true
ACCMLTD_WRTFFS_TR,CRRYNG_AMNT,true
AMNT_DRCGNSD_CPTL_PRPS_TR,AMNT_DRCGNSD_CPTL_PRPS,false
AMNT_DRCGNSD_CPTL_PRPS_TR,SGNFCNT_RSK_TRNSFR_INDCTR,true
AMNT_DRCGNSD_CPTL_PRPS_TR,CRRYNG_AMNT,true
APPLCTN_FRBRNC_STTS_DT_TR,DT_FRBRNC_MSRS,true
CLLTRL_VL_UNCPPD_TR,CLLTRL_VL_UNCPPD,false
CLLTRL_VL_UNCPPD_TR,PRTCTN_ALLCTD_VL,true
CLLTRL_VL_UNCPPD_TR,ALLCTD_UNSD_CLLTRL_VL,true
CMMRCL_RL_ESTT_LN_INDCTR_TR,CMMRCL_RL_ESTT_LN_INDCTR,false
CMMRCL_RL_ESTT_LN_INDCTR_TR,TYP_CLLTRL,true
CMMRCL_RL_ESTT_LN_INDCTR_TR,PRPS,true
CRRNT_LTV_RT_TR,CRRNT_LTV_RT,false
CRRNT_LTV_RT_TR,NMNL_AMNT,true
CRRNT_LTV_RT_TR,MRKT_VL,true
DFLT_STTS_DRVD_TR,DFLT_STTS_DRVD,false
DFLT_STTS_DRVD_TR,DFLT_STTS,true
PRFRMNG_STTS_TR,PRFRMNG_STTS,false
PRFRMNG_STTS_TR,FNNCL_ASST_INSTRMNT_TYP_CRR_123,true
SHRT_PSTN_ACCNTNG_CLSSFCTN_TR,SHRT_PSTN_ACCNTNG_CLSSFCTN,false
SHRT_PSTN_ACCNTNG_CLSSFCTN_TR,SHRT_TRDNG_BK_SCRTY_PSTN_ACCNTNG_STNDRD,true
TM_PST_DU_BND_TR,TM_PST_DU_BND,false
ACCMLTD_CHNG_NGTV_TR,TYP_INSTRMNT_RL,true
